epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,134.16,0.52786,0.29651,0.89664,1,1,0.995,0.9131,0.51909,0.24931,0.83617,0.00098765,0.00098765,0.00098765
108,136.394,0.47246,0.27028,0.87144,1,1,0.995,0.92084,0.51069,0.22953,0.83023,0.000985175,0.000985175,0.000985175
109,140.208,0.45573,0.26642,0.83574,1,1,0.995,0.90902,0.52926,0.2348,0.83348,0.0009827,0.0009827,0.0009827
110,142.5,0.4458,0.27072,0.86431,0.99485,1,0.995,0.9043,0.54354,0.24389,0.83914,0.000980225,0.000980225,0.000980225
111,145.158,0.4617,0.27265,0.84612,0.99554,1,0.995,0.90722,0.53992,0.24986,0.84109,0.00097775,0.00097775,0.00097775
112,146.416,0.48037,0.28048,0.84752,0.99629,1,0.995,0.90698,0.5248,0.23682,0.83166,0.000975275,0.000975275,0.000975275
113,147.551,0.46789,0.27326,0.86441,0.99611,1,0.995,0.91099,0.51251,0.22923,0.8221,0.0009728,0.0009728,0.0009728
114,148.611,0.48277,0.29064,0.87684,0.9962,1,0.995,0.90929,0.49705,0.23345,0.82035,0.000970325,0.000970325,0.000970325
115,149.685,0.46872,0.27283,0.86902,0.996,1,0.995,0.90176,0.50724,0.23596,0.82661,0.00096785,0.00096785,0.00096785
116,150.755,0.47363,0.28201,0.85079,0.99549,1,0.995,0.89615,0.53762,0.25242,0.83779,0.000965375,0.000965375,0.000965375
117,151.809,0.49005,0.28713,0.85202,0.99578,1,0.995,0.90146,0.53672,0.23652,0.83846,0.0009629,0.0009629,0.0009629
118,152.877,0.45252,0.27236,0.85583,0.99671,1,0.995,0.89842,0.5298,0.24399,0.83023,0.000960425,0.000960425,0.000960425
119,153.926,0.48087,0.28608,0.85392,0.99705,1,0.995,0.89399,0.52772,0.25204,0.82657,0.00095795,0.00095795,0.00095795
120,154.973,0.48628,0.28947,0.86005,0.99685,1,0.995,0.89316,0.53135,0.25467,0.82948,0.000955475,0.000955475,0.000955475
121,156.033,0.49506,0.27446,0.87998,0.99898,1,0.995,0.90028,0.54019,0.24868,0.8351,0.000953,0.000953,0.000953
122,157.252,0.46028,0.26272,0.86218,0.99898,1,0.995,0.90631,0.5226,0.23173,0.83053,0.000950525,0.000950525,0.000950525
123,158.302,0.43242,0.26253,0.851,0.99896,1,0.995,0.89659,0.51571,0.24523,0.8273,0.00094805,0.00094805,0.00094805
124,159.351,0.45865,0.27961,0.85622,0.99696,1,0.995,0.88695,0.51602,0.25276,0.83019,0.000945575,0.000945575,0.000945575
125,160.409,0.45024,0.27646,0.87445,0.99683,1,0.995,0.88798,0.52272,0.24881,0.83351,0.0009431,0.0009431,0.0009431
126,161.458,0.43674,0.27131,0.86596,0.99676,1,0.995,0.90741,0.50614,0.23252,0.82658,0.000940625,0.000940625,0.000940625
127,162.506,0.45694,0.27177,0.8498,0.99648,1,0.995,0.90016,0.50013,0.23791,0.82739,0.00093815,0.00093815,0.00093815
128,163.549,0.43938,0.27094,0.86343,0.99657,1,0.995,0.89294,0.4956,0.24166,0.82754,0.000935675,0.000935675,0.000935675
129,164.588,0.44778,0.26695,0.84952,0.99679,1,0.995,0.89178,0.49833,0.24465,0.82636,0.0009332,0.0009332,0.0009332
130,165.626,0.42815,0.26011,0.83962,0.99892,1,0.995,0.89063,0.51382,0.25574,0.83088,0.000930725,0.000930725,0.000930725
131,166.687,0.4432,0.2701,0.85694,0.9989,1,0.995,0.88411,0.52148,0.2581,0.8348,0.00092825,0.00092825,0.00092825
132,167.744,0.45888,0.26793,0.86197,0.99892,1,0.995,0.89082,0.52259,0.25321,0.8301,0.000925775,0.000925775,0.000925775
133,168.976,0.4611,0.27716,0.86131,0.99819,1,0.995,0.89411,0.52344,0.24534,0.8277,0.0009233,0.0009233,0.0009233
134,170.022,0.44961,0.26814,0.84521,0.99696,1,0.995,0.89675,0.52062,0.24521,0.82637,0.000920825,0.000920825,0.000920825
135,171.082,0.44216,0.27285,0.85884,0.99749,1,0.995,0.91411,0.50637,0.24084,0.82523,0.00091835,0.00091835,0.00091835
136,172.16,0.45611,0.26369,0.84482,0.99826,1,0.995,0.90427,0.49859,0.23653,0.82468,0.000915875,0.000915875,0.000915875
137,173.206,0.45191,0.27054,0.87419,0.99889,1,0.995,0.90148,0.5015,0.24657,0.82397,0.0009134,0.0009134,0.0009134
138,174.266,0.44699,0.26383,0.8452,0.99659,1,0.995,0.90829,0.50018,0.24458,0.82259,0.000910925,0.000910925,0.000910925
139,175.325,0.45739,0.26862,0.85076,0.99668,1,0.995,0.90724,0.49559,0.23808,0.81969,0.00090845,0.00090845,0.00090845
140,176.371,0.48832,0.2882,0.87907,0.9967,1,0.995,0.9068,0.51249,0.23709,0.82613,0.000905975,0.000905975,0.000905975
141,177.436,0.4598,0.27948,0.85632,0.99649,1,0.995,0.90151,0.52117,0.23496,0.82899,0.0009035,0.0009035,0.0009035
142,178.505,0.44537,0.26972,0.84809,0.99671,1,0.995,0.89691,0.51831,0.22421,0.83099,0.000901025,0.000901025,0.000901025
143,179.562,0.44392,0.26735,0.86483,0.99687,1,0.995,0.90932,0.49713,0.22493,0.82455,0.00089855,0.00089855,0.00089855
144,180.786,0.47035,0.27228,0.8714,0.9987,1,0.995,0.91322,0.4821,0.22004,0.82188,0.000896075,0.000896075,0.000896075
145,181.834,0.47329,0.27498,0.8584,0.99857,1,0.995,0.90353,0.50229,0.23281,0.82566,0.0008936,0.0008936,0.0008936
146,182.874,0.45818,0.28135,0.87118,0.99834,1,0.995,0.8931,0.53704,0.24387,0.83632,0.000891125,0.000891125,0.000891125
147,183.943,0.50424,0.27741,0.85694,0.99862,1,0.995,0.9004,0.53696,0.23897,0.83669,0.00088865,0.00088865,0.00088865
148,184.987,0.46422,0.28162,0.87557,0.99879,1,0.995,0.89327,0.52523,0.23872,0.83368,0.000886175,0.000886175,0.000886175
149,186.043,0.44781,0.27589,0.85113,0.99703,1,0.995,0.88076,0.55456,0.24079,0.84421,0.0008837,0.0008837,0.0008837
150,187.09,0.45549,0.26848,0.86117,0.99694,1,0.995,0.88975,0.56653,0.24345,0.85181,0.000881225,0.000881225,0.000881225
151,188.177,0.45689,0.27229,0.84656,0.99689,1,0.995,0.89121,0.55484,0.24107,0.84984,0.00087875,0.00087875,0.00087875
152,189.221,0.46043,0.27347,0.8626,0.99899,1,0.995,0.89414,0.54768,0.24678,0.84612,0.000876275,0.000876275,0.000876275
153,190.279,0.45628,0.26564,0.84523,0.99898,1,0.995,0.89553,0.52587,0.25346,0.83641,0.0008738,0.0008738,0.0008738
